smoothness1,symmetry1,radius2,smoothness2,compactness2,concavity2,concave_points2,fractal_dimension2,texture3,perimeter3,smoothness3,concave_points3,symmetry3,fractal_dimension3
1.5684663292434209,2.2175150059646422,2.489733926737622,-0.21400164666895338,1.3168615683959486,0.7240261580803589,0.6608199414286064,0.907083080997336,-1.3592934737640852,2.303600623622561,1.3076862710715433,2.29607612756179,2.750622244124958,1.937014612378176
-0.8269624468508493,0.0013923632994629002,0.49925460067605776,-0.6053508469797807,-0.6929262695890703,-0.44078005778479373,0.26016206745900555,-0.09944374032027442,-0.3692032217294107,1.5351259923434375,-0.37561195666080377,1.0870842951700281,-0.2438896675666768,0.2811899865404717
0.9422104400684482,0.9396848166189868,1.2286759457296248,-0.29700501198189716,0.8149735042940166,0.21307643458243686,1.4248274662856195,0.29355940411753007,-0.023974383848899248,1.347475210286907,0.5274074050914449,1.955000346131368,1.15225500006697,0.2013912093916669
3.2835534802794237,2.8673829308318606,0.32637344071531627,0.6897016600113297,2.744280405496543,0.8195183841461614,1.115007005037871,2.0475108774169506,0.1339840938605798,-0.24993930426733338,3.3942746991980965,2.175786008218025,6.046041349536011,4.935010337204807
0.28037182991762494,-0.009560466894928238,1.2705427819622885,1.4830671597896676,-0.048519879934808156,0.8284707803398303,1.1442047448413237,0.49932813421778544,-1.4667703761231117,1.3385394587604051,0.22055616566106895,0.7292592566157917,-0.8683529835650408,-0.39709961922437087
2.2374214835894137,1.0054017977853347,-0.25507029351590393,0.15634670217715307,0.4455436486466036,0.16002519787921338,-0.06912355365771126,0.48684583992861546,-0.3138363326353665,-0.11500945621716163,2.0485128348391646,0.905887786285117,1.7540693875058078,2.241801608432639
-0.12313622594852167,-0.06432461786688494,0.14988307073451757,-0.9090298260966149,-0.6515680104091783,-0.3101413874031056,-0.22808902592095381,-0.611217806176241,0.32288289194614267,1.3683252971820767,0.5186402268220053,1.1967157963440924,0.26247566379987186,-0.01473047871968003
1.6040490502192717,1.4033546281815528,0.6436230014783472,0.5880308711741898,0.2689327040405786,-0.2325539537246412,0.43534850627972177,0.6116687828203148,0.401047911843617,0.09944858041887256,1.4479611233825713,0.6241957346573134,0.47764048511536983,1.726434506013273
2.201838762613563,1.9655999114936409,-0.3568500160815179,-0.4366773415647222,0.5332902255552934,0.12056834058119072,0.07524304870380497,-0.017363199085429753,0.8228133317070718,-0.03160910863648162,1.6627569909838351,1.3916162428757612,2.3898571677839344,1.2886495480441351
1.5826994176337605,0.7972980240919001,-0.388250143256016,0.03600848981581688,2.6095866154647327,1.509847601746858,0.40939495978776375,2.3773460477247137,2.443109056665132,-0.28627802714177253,2.320295361191782,1.6200152036550615,2.3704438004471973,6.846856039728261
-1.0176858312814092,-1.0354755617695834,-0.09265584261332846,-1.0040336779608279,-0.9059213043655138,-0.6924418618957106,-0.6821138798646436,-0.28478689794734285,1.335771274784247,0.49262164758493593,-0.6254765373398238,-0.22620972931094654,0.07643089348947837,0.031818807950455864
0.05264241567218082,0.1109206652433763,0.3631873829199002,-0.42334346761886776,0.8457127509817742,-0.1320881742179115,0.16608046142565783,0.13204608104251317,0.2610022511939757,0.8709017955401637,0.31699512662490165,1.0109513082435948,1.4418377295066254,1.15565158612946
0.07399204825769087,2.137194251205772,1.986249128939638,-1.3007123732560886,3.213193641333426,1.8901586548630924,4.720927870764281,3.4213197519098344,0.6941667364591456,1.3236465395495696,-1.2567133727394535,0.9454769394868622,0.4452848728874753,1.0171120424683402
-0.878913219475591,0.12917538223402852,-0.006756644135966349,0.9093772332692812,0.3231455572898966,0.6172605442151214,1.3177690870062928,-0.29991695163118526,0.32288289194614267,0.14114875420921277,-0.8446559940758059,-0.041206571079713664,-0.1484406114943887,-1.167933640154842
1.1912894868994035,0.9396848166189868,-0.6968375999709093,-0.2040012412095627,1.8936416153371443,0.7664671474429379,0.7273259043142488,1.625760630979846,1.031253384767003,0.045834071259864016,1.4348103559784127,1.616969884178004,1.1247527296732593,3.2780773950178155
1.2482218404607641,1.7940055717815109,-0.1269433378038722,-0.47801235079687093,0.9457550265655669,0.5144737731026258,-0.1453620964778378,0.632094355293502,1.865013597006729,0.5015573991114373,1.5531672626158437,0.8617306538677855,2.1310122699607783,2.7793350378377837
0.16437215953635118,-0.8237208446780176,0.2437225312560057,-0.4410108505971249,-0.7745249971602084,-0.39502336612826333,-0.11454226001863783,-0.6467734323332704,0.8472399004250323,0.4807073122162676,0.615079187785838,0.7048967007993328,0.207471123012451,-0.09896252126564128
1.468834710511039,1.2865244394413793,0.5920112981915289,-0.0049931725676854045,-0.026164064161893538,-0.0004547931480380792,0.19041191126186854,0.13128957835832095,0.9449461752968754,0.8798375470666654,2.039745656569725,1.4114108194766344,1.3027085969266792,1.6765602702952702
0.13875260043373874,-0.8383246182705388,1.2741519919823459,-0.1823336960475493,-0.36597246391019495,0.06685396341917696,0.55376156214928,-0.6800595504377235,0.8472399004250323,2.3691294681502386,0.8254914662523812,1.8910486371131643,-0.21476961656157226,-0.4320115842269734
0.10174657061885452,0.2679112313629853,-0.48822526081160134,0.4736929020884884,-0.607974169651995,-0.2660425468935511,0.2196096510653212,-0.5654493937826179,-1.0450049562596568,-0.22521705837734612,0.5098730485525658,0.21612292473163094,0.1233465312199256,-0.6292918944004077
0.792763011969875,0.5672885900096821,-0.7939253495104489,-0.9813660922528752,-0.36317798693858055,-0.4944944349468076,-0.8607067216624293,-0.5181679760206107,-0.8447070927723794,-0.3327439350795801,-0.05122636069154874,-0.6361097309228636,0.45822711777863345,-0.11724974102890894
0.42981925801619825,0.012345193493854038,-0.46151710666317775,0.8550416969399245,-0.6236232406930352,-0.3993337791104003,0.3915518965745428,-0.31277749726245113,-1.631242605490714,-1.254913492614529,0.001376708925086159,-0.7969025993114909,-0.7292238509850946,-0.34445459263314576
0.7785299235795353,2.589911232573947,0.12137031157606555,-0.0839963756968729,1.5538332155888428,1.079801014221352,1.7395142175006095,0.22660891656652776,-1.07431683872121,0.5313432375331087,0.29069359181658416,1.8986619358058077,2.8573957644770096,0.8597311208693084
