concavity1,concave_points1,fractal_dimension1,radius2,texture2,smoothness2,compactness2,fractal_dimension2,radius3,texture3,area3,smoothness3,concavity3,concave_points3,symmetry3
2.652873983743169,2.5324752164032427,2.255746885296271,2.489733926737622,-0.565265059068463,-0.21400164666895338,1.3168615683959486,0.907083080997336,1.8866896251792775,-1.3592934737640852,2.0012374893299203,1.3076862710715433,2.1095263465722556,2.29607612756179,2.750622244124958
-0.023845855198768924,0.5481441558908354,-0.8686524574634644,0.49925460067605776,-0.8762436030602541,-0.6053508469797807,-0.6929262695890703,-0.09944374032027442,1.8059274384794295,-0.3692032217294107,1.8904889885289906,-0.37561195666080377,-0.14674896831547024,1.0870842951700281,-0.2438896675666768
1.3634784515699185,2.037230755700809,-0.3980079103689848,1.2286759457296248,-0.7800833765050328,-0.29700501198189716,0.8149735042940166,0.29355940411753007,1.5118702458799833,-0.023974383848899248,1.4562845488809009,0.5274074050914449,0.8549739441841199,1.955000346131368,1.15225500006697
1.915897180056998,1.4517073568494943,4.91091928501904,0.32637344071531627,-0.11040904402329399,0.6897016600113297,2.744280405496543,2.0475108774169506,-0.28146446391664154,0.1339840938605798,-0.5500212283270548,3.3942746991980965,1.9895882583898332,2.175786008218025,6.046041349536011
1.3710114342311062,1.4284927727540677,-0.56244998104055,1.2705427819622885,-0.7902437023297355,1.4830671597896676,-0.048519879934808156,0.49932813421778544,1.2985752399803845,-1.4667703761231117,1.2207242455900342,0.22055616566106895,0.6131787584083567,0.7292592566157917,-0.8683529835650408
0.8663015959315473,0.8246556464496944,1.8900050384577904,-0.25507029351590393,-0.5926616519172148,0.15634670217715307,0.4455436486466036,0.48684583992861546,-0.16549824711685968,-0.3138363326353665,-0.24432020786226602,2.0485128348391646,1.2632431963570847,0.905887786285117,1.7540693875058078
0.30007239923229106,0.6469351082080397,-0.7623321531499525,0.14988307073451757,-0.8049398878976088,-0.9090298260966149,-0.6515680104091783,-0.611217806176241,1.368983300180252,0.32288289194614267,1.2752195396349362,0.5186402268220053,0.509552250218744,1.1967157963440924,0.26247566379987186
0.061025749450609464,0.2819502582632775,1.6603531811406054,0.6436230014783472,0.2905609572730061,0.5880308711741898,0.2689327040405786,0.6116687828203148,0.16376297558252023,0.401047911843617,0.028859427446694178,1.4479611233825713,-0.02105385190029193,0.6241957346573134,0.47764048511536983
1.2190962838971595,1.1506915830787965,1.5724617295747676,-0.3568500160815179,-0.389818004202616,-0.4366773415647222,0.5332902255552934,-0.017363199085429753,-0.16135659651686757,0.8228133317070718,-0.24836340709785562,1.6627569909838351,1.280034528702624,1.3916162428757612,2.3898571677839344
1.738872087519093,0.9417603262199573,2.78309559469129,-0.388250143256016,0.6933453024665743,0.03600848981581688,2.6095866154647327,2.3773460477247137,-0.24418960851671173,2.443109056665132,-0.29740917173826736,2.320295361191782,3.9954328451526617,1.6200152036550615,2.3704438004471973
-0.7006843473064609,-0.4046855513147839,-0.8261243357380594,-0.09265584261332846,-0.05416438320797564,-1.0040336779608279,-0.9059213043655138,-0.28478689794734285,0.6048487644816906,1.335771274784247,0.4736113433615393,-0.6254765373398238,-0.6058719698777824,-0.22620972931094654,0.07643089348947837
0.13484897953024655,0.4421308885217207,-0.2803467735953654,0.3631873829199002,-0.42084328484590433,-0.42334346761886776,0.8457127509817742,0.13204608104251317,0.8595602763812112,0.2610022511939757,0.735540337319294,0.31699512662490165,0.5963874260628176,1.0109513082435948,1.4418377295066254
1.4777286885979282,1.6219476402159556,2.1550969972128127,1.986249128939638,4.265788436187908,-1.3007123732560886,3.213193641333426,3.4213197519098344,0.9713848425810007,0.6941667364591456,0.7935514567864477,-1.2567133727394535,0.439988159072939,0.9454769394868622,0.4452848728874753
0.1328401841539298,0.12176962800483418,-1.3350441923854033,-0.006756644135966349,-0.2519278680102231,0.9093772332692812,0.3231455572898966,-0.29991695163118526,0.11820481898260621,0.32288289194614267,-0.00717778313138616,-0.8446559940758059,-0.19184568947206107,-0.041206571079713664,-0.1484406114943887
1.5568250065403961,0.8081474977596133,1.9878197184262207,-0.6968375999709093,-0.08682257335880553,-0.2040012412095627,1.8936416153371443,1.625760630979846,-0.25661456031668844,1.031253384767003,-0.3214925758806917,1.4348103559784127,2.025089932491831,1.616969884178004,1.1247527296732593
0.9428869196536196,0.6376492745698691,1.1301692636305585,-0.1269433378038722,-0.33357334338729805,-0.47801235079687093,0.9457550265655669,0.632094355293502,0.24659598758236476,1.865013597006729,0.11007499470070946,1.5531672626158437,2.0649093777683944,0.8617306538677855,2.1310122699607783
-0.18643273096939797,0.09468594656016979,-0.5071634227975237,0.2437225312560057,0.0419958433472455,-0.4410108505971249,-0.7745249971602084,-0.6467734323332704,0.5799988608817371,0.8472399004250323,0.4525163908280289,0.615079187785838,0.09216770334391465,0.7048967007993328,0.207471123012451
1.0470931798000458,1.38980179926169,1.5256807956768228,0.5920112981915289,-0.26099958749656493,-0.0049931725676854045,-0.026164064161893538,0.13128957835832095,0.9713848425810007,0.9449461752968754,0.7636669406973079,2.039745656569725,0.9893046029484325,1.4114108194766344,1.3027085969266792
0.7420073820219546,1.1880928574547613,-1.2542407611071342,1.2741519919823459,-0.36260284574359125,-0.1823336960475493,-0.36597246391019495,-0.6800595504377235,2.2884297333785217,0.8472399004250323,2.667486406846625,0.8254914662523812,1.2713989863534896,1.8910486371131643,-0.21476961656157226
-0.27820956972486494,-0.028609288968873544,-0.7283096557696281,-0.48822526081160134,-0.7769989918796767,0.4736929020884884,-0.607974169651995,-0.5654493937826179,-0.24004795791671962,-1.0450049562596568,-0.2977607542804924,0.5098730485525658,-0.15922252948644225,0.21612292473163094,0.1233465312199256
