radius1,perimeter1,area1,compactness1,concavity1,concave_points1,radius2,perimeter2,area2,radius3,perimeter3,area3,compactness3,concavity3,concave_points3
1.0970639814699839,1.2699336881399386,0.9843749048031144,3.2835146709868286,2.652873983743169,2.5324752164032427,2.489733926737622,2.833030865855181,2.4875775569611034,1.8866896251792775,2.303600623622561,2.0012374893299203,2.616665023512604,2.1095263465722556,2.29607612756179
1.8298206075464492,1.6859547105508974,1.9087082542365934,-0.487071672575893,-0.023845855198768924,0.5481441558908354,0.49925460067605776,0.26332696584277593,0.7424019483418792,1.8059274384794295,1.5351259923434375,1.8904889885289906,-0.430444218692793,-0.14674896831547024,1.0870842951700281
1.5798881149312212,1.5665031298586418,1.5588836327586921,1.0529255443416115,1.3634784515699185,2.037230755700809,1.2286759457296248,0.8509283007136533,1.1813360556534467,1.5118702458799833,1.347475210286907,1.4562845488809009,1.0829321669453364,0.8549739441841199,1.955000346131368
-0.7689092872596179,-0.5926871666544724,-0.7644637923250276,3.40290899127455,1.915897180056998,1.4517073568494943,0.32637344071531627,0.286593404544487,-0.2883781482770145,-0.28146446391664154,-0.24993930426733338,-0.5500212283270548,3.8933974345995,1.9895882583898332,2.175786008218025
1.7502966326234215,1.7765731510760563,1.8262292784409906,0.5393404523103001,1.3710114342311062,1.4284927727540677,1.2705427819622885,1.2731894116191784,1.1903567566057145,1.2985752399803845,1.3385394587604051,1.2207242455900342,-0.31339451085024744,0.6131787584083567,0.7292592566157917
-0.47637466522133953,-0.3871480674633158,-0.5056504544836534,1.2443354863901819,0.8663015959315473,0.8246556464496944,-0.25507029351590393,-0.3213041853640533,-0.28925821666260165,-0.16549824711685968,-0.11500945621716163,-0.24432020786226602,1.7216164423470526,1.2632431963570847,0.905887786285117
1.170907672469938,1.1381250473760702,1.0952949067351319,0.0882952423344619,0.30007239923229106,0.6469351082080397,0.14988307073451757,0.15541029271568976,0.29862746490958275,1.368983300180252,1.3683252971820767,1.2752195396349362,0.021214980047464287,0.509552250218744,1.1967157963440924
-0.11851677806771677,-0.07286683964196745,-0.21896491102859308,1.1401023496310596,0.061025749450609464,0.2819502582632775,0.6436230014783472,0.4900509855317917,0.23372242147253403,0.16376297558252023,0.09944858041887256,0.028859427446694178,0.7247855065358089,-0.02105385190029193,0.6241957346573134
-0.32016685733682165,-0.18408038028648127,-0.38420727288116274,1.6840098087195703,1.2190962838971595,1.1506915830787965,-0.3568500160815179,-0.22774339994653361,-0.35240312332847623,-0.16135659651686757,-0.03160910863648162,-0.24836340709785562,1.8183096792604598,1.280034528702624,1.3916162428757612
-0.47353452325980244,-0.3294817871291233,-0.5090633776200234,2.5633584533783473,1.738872087519093,0.9417603262199573,-0.388250143256016,-0.40941963406415116,-0.3607637729915537,-0.24418960851671173,-0.28627802714177253,-0.29740917173826736,5.112877271198196,3.9954328451526617,1.6200152036550615
0.5375560150472571,0.44201066334189226,0.40645325371116686,-0.7135418515343496,-0.7006843473064609,-0.4046855513147839,-0.09265584261332846,-0.19804156330605116,0.003804555737903437,0.6048487644816906,0.49262164758493593,0.4736113433615393,-0.6308282294014986,-0.6058719698777824,-0.22620972931094654
0.46939260797037663,0.47908184355672984,0.35867232980199026,0.4711151264316021,0.13484897953024655,0.4421308885217207,0.3631873829199002,0.3455020472147773,0.30412789231950216,0.8595602763812112,0.8709017955401637,0.735540337319294,1.9506267402998587,0.5963874260628176,1.0109513082435948
1.4322007329313136,1.6653596104315431,1.3313554236673741,2.6808576257249936,1.4777286885979282,1.6219476402159556,1.986249128939638,4.06120181093913,1.6691139583650985,0.9713848425810007,1.3236465395495696,0.7935514567864477,0.8653723838901703,0.439988159072939,0.9454769394868622
0.48927360170113354,0.48320086358060105,0.3635073042451809,-0.07847777648013377,0.1328401841539298,0.12176962800483418,-0.006756644135966349,0.018286813558795807,-0.08266216314602938,0.11820481898260621,0.14114875420921277,-0.00717778313138616,-0.3935481151337297,-0.19184568947206107,-0.041206571079713664
